user_id,movie_id,user_score,score_time
2527,7565,8.3,2020-09-27
18254,126,3.0,2020-04-10
41927,5191,7.6,2024-01-01
16316,6996,4.2,2023-09-06
3330,2431,7.0,2022-03-10
14778,1898,2.1,2022-08-13
25080,3849,7.4,2020-04-10
39244,1446,9.7,2022-12-09
19933,5203,1.4,2021-05-12
15241,5523,1.8,2022-01-22
28460,4451,2.1,2022-04-27
4221,1599,4.9,2025-05-28
14093,6865,3.6,2024-03-08
18368,7888,8.3,2025-08-07
11185,5685,5.3,2023-06-20
36676,5921,5.4,2021-09-26
49160,2035,7.5,2023-08-08
15595,7867,4.3,2021-10-23
23069,2898,4.2,2023-08-23
2363,6856,7.8,2020-11-04
19665,1280,8.0,2025-01-17
35071,3396,1.1,2023-12-11
14937,6305,2.3,2022-02-12
8224,2915,2.9,2023-07-05
172,6225,4.2,2025-06-05
27541,3586,3.6,2020-05-04
40081,6174,7.0,2024-04-05
15319,612,8.5,2021-04-26
40284,2125,2.7,2024-07-26
8915,5830,6.1,2024-09-09
48258,5381,4.3,2025-12-20
5256,3513,5.6,2021-03-11
40468,6275,6.6,2022-03-19
44169,7197,9.0,2022-03-27
878,6828,2.7,2020-10-18
12379,2491,1.8,2021-06-03
2990,5319,6.6,2021-06-22
18311,3786,4.5,2023-05-04
796,7579,2.5,2023-01-27
14644,7979,2.1,2025-06-12
37330,4620,6.0,2024-10-13
1690,5168,3.7,2025-05-14
37828,5941,10.0,2022-08-27
18623,4466,4.7,2021-12-01
15654,1244,2.9,2024-09-16
37898,4693,6.7,2023-06-25
13387,5208,3.2,2024-05-15
18642,4651,5.4,2025-10-03
18950,4497,5.3,2021-03-04
19846,5836,5.1,2021-12-25
25868,7873,8.2,2025-01-27
35692,6293,2.9,2021-10-01
39814,7838,9.1,2022-10-11
39174,6931,8.1,2025-05-03
40905,1034,4.0,2020-05-16
2971,4580,2.6,2020-05-15
36254,1249,3.5,2023-02-28
38645,4646,4.0,2025-06-25
17881,6090,6.0,2021-06-17
34290,4024,1.4,2020-07-20
7816,1294,9.2,2023-04-26
20679,2216,1.9,2021-03-18
36166,7486,3.5,2024-11-19
30490,3549,2.0,2022-10-10
11291,1134,3.3,2022-12-11
25878,6843,8.5,2023-04-11
22141,2700,6.5,2024-11-09
38302,5102,3.0,2020-05-09
48814,2306,8.8,2020-08-28
47656,3118,8.2,2022-06-22
34290,3173,7.8,2023-05-05
5522,6692,8.6,2020-01-09
9064,5246,6.6,2025-06-21
21330,6404,5.5,2025-06-05
25097,4017,4.4,2021-06-15
8770,7499,3.0,2022-05-03
43965,5236,6.0,2023-06-19
47825,6152,9.0,2023-05-25
43658,2090,6.3,2020-03-12
16044,5707,9.3,2025-01-11
12324,2905,4.2,2025-02-07
11172,1896,7.3,2024-12-15
32262,5038,6.8,2024-10-21
19811,6587,7.0,2024-01-24
19860,3017,6.8,2023-11-14
1004,2420,3.0,2022-04-16
31841,5475,2.3,2020-04-04
14493,1176,9.8,2022-08-15
29032,539,1.4,2022-03-15
42545,5439,5.2,2021-09-14
31211,5986,4.8,2023-04-25
13830,2372,4.2,2020-08-23
16916,983,8.0,2025-08-17
10968,6663,7.7,2024-11-19
1817,6040,9.1,2025-12-06
5696,1121,4.6,2025-09-20
29474,3239,6.1,2024-09-08
30047,2577,9.0,2023-09-10
26444,702,9.9,2025-11-11
15241,7027,9.7,2020-04-15
3524,3825,7.5,2024-04-15
35068,784,2.3,2025-02-07
19806,6086,1.2,2023-11-22
21761,996,8.4,2020-08-05
14066,2630,8.6,2024-03-18
20310,2172,7.7,2023-08-26
36915,2510,3.5,2024-09-07
1737,6940,6.8,2023-05-13
3707,7153,3.8,2024-06-03
35168,1887,5.1,2025-03-27
39446,1097,4.4,2020-12-10
49530,6278,9.2,2024-03-03
7856,6235,3.1,2021-10-02
24567,7622,6.2,2022-12-04
6594,369,4.2,2022-04-14
5454,5800,7.0,2020-04-02
19106,5921,6.1,2023-02-14
37674,3664,9.3,2021-12-15
24005,6834,1.9,2025-11-19
46534,3513,3.0,2021-12-20
40274,4380,7.9,2023-12-03
26132,24,4.3,2021-10-06
13757,7738,2.5,2023-03-16
7574,2901,5.5,2020-08-15
7942,2545,6.9,2022-07-02
11942,5028,1.4,2023-05-28
39103,7524,3.6,2020-03-22
13798,7856,8.3,2022-02-09
12708,2551,5.7,2025-06-21
24851,5418,1.3,2024-12-03
16839,7426,3.5,2024-05-03
45910,1632,6.8,2025-01-14
39430,6252,2.8,2021-07-09
32772,3377,8.4,2021-06-11
23272,1060,7.1,2024-07-08
23927,1178,5.2,2024-12-07
37615,4877,9.2,2020-06-14
38480,4762,4.5,2024-02-27
21775,1265,3.1,2020-08-06
33723,3140,7.0,2020-07-12
1959,104,6.2,2025-09-26
13381,644,4.0,2020-10-04
47778,4620,4.1,2023-09-01
49102,43,4.6,2022-09-07
9056,971,3.6,2023-08-25
43003,4155,7.4,2022-11-01
45016,1840,6.9,2025-04-14
778,34,5.0,2022-09-25
29014,3511,4.6,2025-02-13
24367,7795,4.3,2024-06-24
15458,2897,3.6,2023-03-11
38254,785,1.8,2021-03-10
8755,4118,3.4,2024-10-23
35945,3512,3.9,2024-08-27
41837,7160,5.9,2021-02-05
5991,2758,8.0,2025-09-02
22272,5691,4.6,2025-05-18
2809,5893,9.5,2020-06-13
31062,7525,8.4,2024-01-23
7121,6853,9.9,2020-06-24
32794,1950,8.9,2020-02-12
21831,5105,6.6,2021-01-16
2615,3982,6.4,2021-06-21
37884,6054,2.2,2022-11-08
2359,695,7.5,2025-07-02
41626,6825,6.4,2021-02-23
19823,6329,5.6,2022-11-09
15908,1244,7.2,2021-09-24
10204,5334,5.0,2024-03-09
18679,3600,5.7,2020-09-28
10971,5856,4.6,2020-12-02
3903,7574,7.5,2023-02-13
10180,6962,8.9,2023-08-11
22030,6651,8.6,2021-09-27
27998,2903,8.1,2020-07-21
32578,2260,1.1,2022-03-21
27643,4259,9.2,2022-03-25
45038,5781,3.5,2023-06-20
12323,6616,9.0,2025-01-19
22524,7192,2.8,2020-02-20
15441,2768,5.0,2022-12-03
19457,5285,7.7,2021-10-03
33219,3766,6.8,2025-07-18
47846,3753,4.7,2020-08-09
31115,7387,7.1,2022-06-09
45212,60,5.9,2021-04-22
16065,1012,3.5,2025-03-11
30292,5239,6.8,2022-10-04
17351,4836,2.8,2022-04-01
19243,3509,7.2,2020-10-16
13223,3615,1.0,2025-06-04
43879,5849,5.9,2021-12-07
26303,3974,4.6,2024-11-13
8765,2659,3.7,2024-07-25
20790,3992,5.6,2020-08-15
11814,3392,6.8,2020-12-10
13515,2479,9.7,2024-09-25
21178,7605,8.5,2023-02-20
39340,3350,7.5,2020-07-24
9225,3808,5.3,2020-02-11
12512,5777,4.5,2021-10-10
43293,561,1.3,2020-12-01
28286,116,4.2,2023-07-25
28833,3509,8.6,2022-03-09
49954,572,4.5,2020-07-03
31862,7817,5.2,2024-07-23
6832,4936,3.4,2022-01-10
40791,1910,3.5,2020-10-01
5758,705,1.6,2020-10-14
30407,4779,6.5,2023-10-10
35917,1140,5.0,2020-06-19
34183,3791,6.5,2024-09-14
16174,5897,5.9,2025-09-15
22892,5020,8.2,2022-06-10
42507,7709,7.8,2021-02-03
26474,256,7.9,2022-11-22
25160,4255,5.5,2025-11-03
14417,3434,4.2,2021-09-13
14148,4041,9.4,2020-02-11
12922,2439,1.5,2024-05-16
16783,1182,2.4,2021-10-23
17,1215,4.8,2023-02-14
8394,986,6.5,2022-03-22
21152,397,1.1,2023-11-03
8393,709,7.5,2021-01-11
32300,4669,6.0,2024-10-19
32387,2490,5.4,2024-03-12
880,4045,4.8,2024-11-05
25901,2283,5.7,2023-03-27
13011,6074,2.5,2022-12-18
33970,2093,2.0,2021-05-22
28623,4341,3.6,2025-01-02
10019,3549,7.4,2021-10-27
5988,7922,6.3,2021-12-12
42702,3429,5.3,2022-11-14
15960,7837,6.1,2025-08-13
26523,3676,6.0,2020-08-13
3223,642,3.8,2024-04-20
23791,4531,1.9,2024-08-25
29313,6230,9.1,2025-09-09
26417,3654,6.4,2024-01-06
12992,422,7.3,2022-11-10
45692,2129,5.2,2023-03-27
42285,6104,7.8,2025-08-24
46267,6198,6.3,2020-11-10
44562,4287,1.5,2025-08-03
20282,4111,9.0,2020-01-17
8768,1691,3.7,2021-02-24
42315,120,2.2,2021-09-27
45374,5898,1.8,2020-05-26
7131,1022,7.5,2025-07-10
11201,7582,7.3,2023-11-16
19431,414,7.3,2024-09-20
13295,7134,9.2,2022-08-23
11075,6027,4.1,2025-06-11
43000,2769,6.1,2021-09-06
34156,4230,6.6,2021-02-24
42971,3526,9.8,2025-04-20
45427,1103,3.8,2025-06-03
20425,7931,9.6,2024-07-23
43661,6489,2.3,2025-02-26
15129,1916,7.9,2024-11-12
22481,2352,6.7,2022-08-06
4683,5108,8.4,2022-01-16
12816,2914,1.3,2025-08-26
20509,4220,1.7,2022-06-09
17458,4325,1.6,2024-12-27
29900,2388,6.3,2021-09-07
2218,11,6.4,2022-04-06
2357,5095,9.2,2020-07-06
2763,7634,5.2,2021-11-19
38239,3066,1.6,2024-09-24
3299,4029,2.9,2025-03-03
19459,1075,1.1,2022-09-18
15367,2889,8.0,2023-10-02
8753,3115,8.3,2020-02-13
13005,3789,10.0,2024-06-28
26259,4810,4.7,2020-04-25
49297,6938,1.2,2022-06-16
46803,45,3.1,2025-01-06
45370,6766,6.3,2024-06-25
44544,5809,9.7,2025-10-14
35108,6654,1.9,2021-03-23
26998,78,2.1,2022-05-03
45953,7819,7.3,2025-06-24
20151,92,7.0,2021-11-08
37679,3052,3.3,2021-11-21
27199,454,8.3,2023-02-13
27552,2445,2.2,2022-08-18
32175,2768,9.3,2025-01-05
6168,5376,2.8,2024-10-16
25760,1058,1.7,2020-01-11
47189,2828,4.1,2024-04-01
17036,5055,2.7,2023-02-15
46682,5487,5.7,2021-01-16
27372,6532,7.2,2025-12-25
41998,15,5.4,2025-10-17
349,5193,6.9,2021-06-07
3509,1187,4.3,2024-11-03
17236,4473,1.3,2021-06-13
15599,6641,9.8,2025-07-13
10309,6752,8.4,2022-08-02
3357,6607,1.7,2022-05-18
27759,2557,5.0,2020-04-08
33965,5235,6.7,2021-09-11
20179,6895,2.7,2021-07-27
29163,3803,6.2,2024-05-20
2305,2474,5.8,2022-12-22
42977,6454,2.9,2025-12-22
41393,4221,2.3,2022-04-10
45906,6414,7.8,2020-03-27
8300,4577,3.9,2025-10-12
35317,3209,3.2,2025-06-16
37084,3990,7.6,2020-01-11
12617,7001,7.6,2025-09-05
29605,6129,3.5,2024-09-10
26793,4795,8.9,2022-09-20
22937,2846,7.2,2025-09-09
30177,386,4.1,2020-05-13
13775,5874,4.8,2025-10-25
41878,5262,7.5,2022-06-09
795,4823,2.9,2023-12-01
258,2507,5.2,2024-05-26
38931,312,6.9,2022-05-02
15746,6489,5.9,2022-05-27
28592,1267,6.5,2024-02-09
9775,2969,5.9,2021-10-21
35312,588,2.8,2022-01-21
45230,1361,4.7,2023-09-27
31712,401,5.8,2024-10-01
2459,3622,8.0,2025-04-28
25790,2508,6.9,2022-07-17
13304,5938,4.8,2024-02-11
39965,3872,9.8,2024-02-14
5220,1129,2.0,2022-05-20
40070,385,2.9,2025-02-04
12824,3477,4.1,2024-12-08
11879,864,3.1,2022-04-14
11524,6201,6.6,2021-08-26
36094,98,1.4,2025-02-15
7352,834,2.6,2023-09-14
19897,4193,3.6,2020-01-14
43467,5940,7.2,2021-03-15
47502,459,8.9,2022-05-18
37166,3239,8.2,2022-11-17
37120,5057,2.6,2022-06-21
48083,5630,6.1,2024-08-10
22283,5063,1.3,2025-03-15
22500,6314,3.8,2025-10-23
17711,6378,8.3,2020-09-15
8888,7671,5.1,2020-04-04
19904,4868,2.3,2020-10-17
7192,196,4.9,2025-11-12
34194,7996,2.8,2021-11-12
45027,761,4.5,2024-11-14
26690,1609,5.4,2025-10-09
3837,997,4.1,2022-12-11
15092,7110,9.4,2023-11-10
43003,3383,6.1,2025-07-02
12581,73,8.6,2025-05-26
46569,3555,7.8,2021-11-11
4620,4325,7.0,2020-04-18
48493,6127,5.5,2025-06-19
6113,1039,1.0,2024-11-06
13848,1220,6.5,2021-03-05
42692,308,4.2,2021-08-11
42733,4722,2.1,2023-05-25
17253,6501,5.0,2022-10-02
11529,5890,7.6,2023-02-09
7772,1083,9.7,2025-11-09
17582,4670,4.4,2025-01-22
33356,3964,5.9,2023-04-20
3871,5942,8.7,2025-01-07
48421,7763,4.0,2025-05-01
5042,3559,2.3,2021-09-05
37022,5885,3.5,2023-06-07
26944,2139,9.1,2022-10-27
45661,896,2.4,2024-04-13
31059,4526,4.0,2023-01-06
39557,2054,5.2,2024-10-24
37967,5376,8.6,2023-08-11
27087,7363,9.4,2022-12-09
1786,1617,4.8,2023-02-05
39069,875,9.4,2022-07-09
40617,4416,2.5,2022-12-28
3880,1414,2.4,2021-08-21
33702,1831,9.5,2023-03-11
33837,6804,5.6,2023-04-15
46291,4206,2.7,2025-02-06
340,2277,5.4,2025-08-02
9241,357,8.0,2021-01-17
27818,2383,8.4,2024-01-27
12691,3232,8.8,2023-11-25
31874,2809,6.1,2024-02-06
46235,7031,8.8,2024-10-08
36219,5338,5.6,2024-09-02
2348,7995,6.5,2022-02-24
15543,4478,7.8,2021-10-06
16748,2118,4.8,2021-08-04
18635,1106,1.7,2020-05-07
9416,1414,4.2,2024-08-12
34177,4577,6.6,2022-07-18
25399,427,2.7,2025-06-14
47613,4873,2.3,2022-09-20
47231,7756,3.6,2025-08-10
43971,346,1.3,2022-12-27
13846,1588,7.7,2023-07-17
22493,436,3.3,2021-09-19
11803,1071,2.1,2023-05-13
35466,3514,7.3,2021-09-06
1300,7299,8.6,2023-01-15
39753,95,1.2,2020-04-04
2940,7174,3.1,2021-04-06
35289,5171,9.5,2020-08-18
12554,2381,4.5,2020-03-06
25450,4401,9.4,2024-09-09
16425,3204,3.5,2023-09-14
38070,4932,3.0,2021-08-04
44399,5160,2.9,2023-01-24
49263,2224,1.8,2022-06-05
23380,4850,9.1,2024-05-15
33063,541,9.8,2024-04-28
45997,3051,9.6,2023-08-23
19326,840,8.7,2022-04-08
33527,6319,8.6,2024-10-27
49382,1106,6.9,2021-05-03
1020,2036,8.4,2022-09-02
32200,7765,2.9,2021-10-21
32069,297,4.5,2025-02-11
9321,4520,6.8,2021-04-02
8369,2666,8.9,2023-07-17
44071,1145,6.9,2020-11-25
10618,7310,8.6,2025-01-06
33811,7800,5.3,2023-11-15
49937,7644,7.5,2020-09-04
4563,1583,9.8,2022-08-13
25743,30,2.4,2025-06-04
30636,4846,9.3,2023-06-02
41016,1486,5.7,2025-02-23
43598,7747,6.8,2020-09-27
13841,5506,8.9,2024-09-24
14023,6340,4.7,2023-02-14
7978,2027,4.8,2022-11-16
27596,5025,5.7,2023-02-09
9452,1409,1.2,2024-08-02
29297,6037,5.5,2022-08-17
23339,5288,3.6,2023-03-16
47337,1097,9.4,2024-03-12
14371,5256,1.8,2023-01-16
9370,5888,5.1,2025-08-28
48948,5893,9.5,2023-01-12
29295,7323,9.1,2024-04-16
7888,7033,7.3,2024-10-27
31445,1893,6.3,2022-10-23
45160,5161,3.5,2020-05-12
19008,3167,4.3,2023-08-03
23323,6825,1.8,2024-02-02
35358,525,8.1,2024-07-12
6214,148,3.9,2020-04-01
15789,1833,7.0,2025-04-17
312,4570,4.2,2020-03-18
37704,4902,5.2,2024-06-19
29951,6648,6.0,2024-11-05
16972,4000,8.2,2025-12-01
23987,7207,2.9,2023-07-05
9010,557,4.6,2020-08-12
33982,4453,2.2,2020-01-02
3314,20,1.7,2023-11-19
27212,2900,6.4,2020-10-07
43099,7411,2.7,2021-02-18
20513,3972,1.5,2020-03-15
33998,6114,9.1,2020-02-12
46963,2190,5.8,2025-11-26
19823,6465,2.2,2022-08-21
6356,1467,1.5,2021-02-22
3556,4082,2.1,2025-07-24
32044,6331,5.2,2021-03-27
23842,1205,7.0,2024-09-08
33051,1608,6.8,2023-04-14
36364,4069,2.3,2024-03-03
39535,5230,6.7,2024-01-14
20764,4460,4.6,2025-11-16
45525,2005,5.2,2020-02-01
25120,2795,8.2,2022-08-11
5838,6062,4.0,2024-04-19
27275,5095,2.3,2020-02-26
29754,6939,8.9,2025-09-13
38316,5474,2.9,2025-07-01
38498,971,3.6,2021-04-22
10564,7744,7.4,2020-12-02
43667,339,7.2,2020-02-06
46567,3187,8.2,2024-10-10
40372,7939,2.7,2024-09-23
8184,24,4.2,2020-08-08
21901,1756,2.1,2025-05-09
36026,6122,5.9,2024-04-11
11810,7644,3.6,2020-01-21
17175,6196,7.2,2025-08-01
24283,2050,1.0,2025-09-08
26948,2209,1.5,2024-01-19
45732,5393,4.9,2022-08-22
32957,6050,9.6,2021-11-28
46321,7494,9.0,2025-09-17
26819,7397,9.9,2025-03-13
21030,1417,4.8,2024-05-03
18435,6952,1.4,2020-01-16
44070,1311,3.8,2022-11-23
41095,2731,7.1,2021-06-06
18385,843,2.2,2024-06-05
21038,6322,3.7,2024-08-16
35323,505,1.5,2020-06-07
5098,2060,5.3,2023-03-07
37641,7576,2.9,2020-11-04
28497,7691,1.8,2020-10-07
29209,1900,4.7,2023-02-20
3726,1898,4.2,2020-07-04
23299,5438,5.8,2024-10-11
10715,5747,7.7,2023-03-25
26120,5700,2.0,2021-08-03
36969,6769,8.1,2021-08-28
43277,1814,1.2,2024-07-19
47403,2065,5.0,2022-02-07
24773,5331,6.3,2024-09-12
24134,7921,9.6,2021-06-11
11983,6083,6.2,2020-03-15
12159,1332,2.4,2020-02-19
5261,5055,5.7,2023-02-03
26594,1389,4.6,2025-06-17
49063,1178,5.3,2021-03-08
40881,4941,2.8,2020-07-14
29863,6943,5.5,2021-12-19
39376,6961,2.4,2021-09-03
15781,2447,7.7,2022-09-20
16048,7200,6.3,2025-09-16
47133,2622,1.7,2021-10-08
13749,5056,9.0,2021-07-25
32944,4407,6.5,2024-10-21
6798,4726,3.8,2021-01-14
3521,1608,1.4,2024-05-20
38825,6862,6.7,2021-06-16
5804,3977,4.4,2020-01-04
49118,6782,9.2,2022-09-21
3776,3491,1.3,2020-03-20
29020,295,1.4,2022-12-09
44404,2027,9.5,2025-01-22
9275,5416,9.7,2020-11-10
12350,2951,1.2,2021-12-23
42218,6696,7.4,2021-08-16
15126,5435,3.0,2023-04-20
9336,3658,7.3,2023-04-26
38584,2850,8.8,2022-12-26
13040,3945,1.9,2023-01-06
28318,2828,3.1,2023-08-13
34943,3943,1.2,2022-11-15
43745,3037,1.4,2023-10-06
49543,4517,1.3,2025-01-10
44741,3913,8.2,2020-11-21
35150,5151,3.7,2020-03-06
8346,5500,5.4,2020-05-02
22185,5853,8.1,2024-06-27
33845,4384,5.5,2025-12-22
21206,5694,4.9,2021-04-02
9880,4297,1.1,2020-08-04
14,1703,6.1,2022-12-06
42536,1,2.1,2020-03-11
42337,7897,7.9,2023-01-21
25882,3569,3.3,2022-01-18
1408,6290,7.1,2023-11-18
26964,4448,6.8,2021-03-03
25038,1545,6.6,2020-04-12
7828,1432,3.4,2022-05-01
3664,3619,3.4,2020-09-02
45441,3619,8.8,2021-02-06
12747,3922,1.1,2020-12-23
3577,7127,2.6,2021-06-16
32033,6110,6.5,2023-12-01
26136,4829,8.4,2021-09-25
12907,2239,4.2,2021-05-02
48742,7410,6.9,2021-03-27
26187,3587,6.0,2020-04-11
3186,706,1.6,2020-09-27
9070,148,6.6,2020-05-07
25819,3729,8.3,2021-04-07
7433,424,9.9,2020-08-08
7327,5380,1.3,2020-02-04
27505,2476,6.9,2025-10-21
37419,7679,4.7,2025-03-03
10923,5111,1.1,2025-12-08
31831,6548,6.5,2025-07-10
40100,4143,2.1,2020-12-18
37587,5547,4.4,2021-12-13
11628,505,3.4,2022-07-04
3274,4527,4.3,2022-03-03
11343,2238,5.4,2023-03-23
30236,286,4.2,2020-07-22
30127,1145,6.0,2022-09-28
34543,7356,3.1,2021-07-28
12773,7171,6.7,2025-07-02
27874,2494,8.7,2025-02-27
18495,4036,3.0,2021-02-04
28471,7869,5.6,2021-01-06
37747,3487,6.8,2023-04-04
40585,3425,6.1,2024-11-06
32872,1919,4.3,2025-01-15
36027,616,6.8,2020-04-06
6741,7808,1.3,2020-06-11
11295,1224,4.3,2020-06-10
46018,2329,5.8,2025-12-21
24925,4692,1.2,2023-11-26
7850,2796,5.6,2024-01-27
1566,7818,6.9,2025-03-18
36039,3262,7.8,2023-05-25
18869,4998,2.0,2020-11-15
48445,6864,9.9,2021-12-18
8487,4578,6.5,2021-03-27
30691,1402,4.3,2021-08-14
40270,1873,3.2,2025-07-25
33452,6784,6.2,2023-02-23
45074,3846,8.9,2020-01-14
17394,3772,5.7,2023-10-20
1956,2710,7.0,2022-12-17
8550,797,4.2,2021-05-25
20531,4017,4.5,2025-02-06
4860,5069,3.6,2025-09-24
40092,5049,7.4,2023-01-14
11333,3869,4.2,2020-05-15
1840,6453,2.7,2025-09-18
3799,1495,4.3,2021-09-06
43822,5494,8.7,2024-04-05
13097,5660,7.6,2020-01-04
24289,3901,4.0,2020-02-05
30773,241,9.2,2025-02-20
34442,4189,1.7,2021-10-08
48893,5971,1.4,2023-07-09
30502,3626,2.1,2025-03-22
10890,4100,2.0,2024-01-17
31404,2694,1.8,2020-11-10
41395,2316,7.0,2020-08-13
22277,2905,6.4,2020-10-22
15202,5201,6.8,2021-10-04
29807,1621,7.2,2020-09-24
33925,2106,7.8,2023-07-15
29229,7472,2.9,2021-10-03
34415,1760,6.6,2023-06-19
30018,6680,6.2,2024-06-25
16158,2784,9.5,2020-04-26
36214,3116,3.1,2020-09-16
3416,155,1.5,2023-09-26
7974,2390,6.9,2021-10-21
43242,7782,7.7,2020-04-13
41647,1956,3.5,2023-09-02
29337,4092,6.1,2021-01-15
41482,325,1.5,2024-04-25
22847,6490,9.6,2023-05-11
16237,5277,2.0,2025-08-22
8851,6692,1.6,2021-07-24
1903,3685,1.4,2020-06-09
40000,573,4.8,2025-03-20
8015,3371,1.9,2023-03-13
31001,1591,7.7,2024-04-21
24425,4367,9.1,2023-01-18
26446,1984,3.3,2023-05-06
45546,7783,6.7,2024-10-24
30163,2388,1.4,2022-03-16
24584,4841,4.5,2023-03-23
25775,7861,3.6,2025-05-17
3733,2048,3.1,2022-04-06
49270,4982,6.8,2025-03-09
36469,1343,2.2,2021-11-07
49679,4220,8.7,2020-09-19
17795,5548,7.0,2024-04-20
41480,2307,7.4,2023-12-26
32109,3583,9.4,2024-09-22
16429,5595,9.5,2022-11-19
9902,7696,6.0,2020-06-20
20178,4791,5.5,2023-07-03
7660,5202,4.0,2024-08-22
31989,5093,7.4,2022-04-15
47609,4857,5.8,2024-03-14
39014,1360,9.4,2023-11-14
45095,5756,3.1,2023-03-26
39590,3740,3.8,2021-06-28
15590,6566,3.8,2025-06-04
1091,2612,8.3,2023-10-20
48510,2061,1.9,2022-08-04
18147,6323,5.1,2020-12-12
20658,134,4.8,2021-04-16
4078,4852,1.7,2020-03-06
29436,1828,4.7,2024-02-14
29510,6718,5.6,2025-10-04
28640,6246,1.6,2025-02-23
37031,463,5.6,2025-08-14
33821,6020,9.6,2021-03-21
25061,5991,9.8,2025-01-03
10407,6442,5.8,2020-06-12
30281,1288,5.6,2022-04-05
31602,7401,3.6,2021-11-18
12509,1134,10.0,2021-02-08
26073,7509,3.5,2024-02-19
40819,4344,5.1,2021-12-01
5343,5431,1.0,2023-02-21
39779,4815,4.1,2023-12-03
306,7793,1.6,2021-02-18
42808,2715,7.7,2021-02-05
18650,2714,6.0,2022-12-24
14218,4815,6.1,2024-12-17
7830,6378,3.6,2024-08-09
3497,5962,8.3,2020-02-27
10746,6705,1.0,2025-05-15
7712,7488,4.0,2025-08-14
40289,4957,6.9,2022-06-07
14846,968,9.2,2022-09-15
29916,4083,3.1,2025-08-28
46035,4523,5.9,2024-06-19
28446,1122,5.8,2022-07-12
33384,2823,8.9,2024-02-10
28122,3510,1.5,2023-10-22
16258,3083,4.8,2022-03-15
34589,1056,2.6,2021-06-18
40643,71,1.2,2020-07-09
20121,1994,2.3,2022-09-07
18731,7710,9.8,2025-04-02
49408,1658,2.9,2022-01-11
23401,4267,9.4,2024-10-16
19534,5612,2.8,2021-01-23
42612,5939,9.4,2024-04-01
27705,7628,6.9,2022-11-16
14483,861,2.0,2022-02-28
14520,5000,6.2,2020-07-06
20678,837,3.9,2020-10-13
25308,6261,4.4,2021-09-26
41334,2314,5.0,2025-09-10
41629,127,4.8,2025-03-04
14663,3573,7.0,2025-07-13
44025,4664,7.9,2021-08-15
11373,286,4.0,2025-01-22
41135,4701,9.3,2025-08-02
40840,1991,9.4,2024-06-20
13774,819,1.4,2021-02-05
40612,1922,1.1,2021-07-08
45260,3900,4.8,2022-09-17
30810,6422,6.3,2020-10-12
9521,6842,3.5,2020-01-08
47611,662,3.3,2021-01-24
39090,2288,7.1,2023-04-26
44131,5657,6.4,2020-01-20
39388,813,2.5,2022-07-18
34891,526,9.0,2023-12-20
46140,6188,7.1,2025-05-06
36892,4753,4.3,2025-09-19
31256,819,7.2,2021-07-06
10229,3870,2.0,2021-08-28
28396,225,5.2,2022-01-25
22287,6979,2.5,2024-05-09
28033,7232,1.4,2020-04-20
21218,6979,4.0,2021-06-12
25914,3273,2.4,2024-11-06
18348,5129,6.7,2023-11-18
10736,7166,7.1,2025-10-16
36194,5837,2.3,2023-08-17
35330,7729,1.2,2023-02-28
49788,2639,8.1,2022-09-26
4141,6616,1.0,2024-12-22
2648,3971,4.1,2020-09-22
4366,6657,5.5,2022-09-04
6056,5075,8.4,2025-04-26
12260,3095,8.5,2023-04-11
8984,3282,7.5,2022-10-23
40884,512,3.2,2022-12-06
21594,4636,7.5,2022-02-13
9482,4027,3.2,2024-01-27
33019,5965,2.9,2020-11-11
43166,4629,5.9,2025-12-08
15785,1168,7.1,2023-04-23
47710,6150,1.5,2025-12-15
301,4426,1.5,2025-12-26
47870,435,8.1,2025-02-13
49053,600,8.7,2024-12-01
6462,303,6.4,2022-07-18
7513,2371,4.9,2024-10-28
1545,2224,8.6,2025-11-19
17190,2842,7.6,2022-09-01
15233,3725,6.2,2024-05-21
22926,3927,3.9,2025-10-06
7619,3698,2.8,2023-12-17
40114,146,4.8,2023-03-22
29077,5012,3.6,2024-04-25
802,4901,4.1,2023-01-21
4184,2553,5.6,2022-01-09
18764,7447,2.5,2025-04-26
7633,810,8.3,2021-10-24
20109,3912,2.3,2025-12-06
31004,4784,5.3,2021-03-27
32593,3945,7.7,2020-01-07
28844,2721,5.4,2023-03-23
35975,2167,4.2,2021-12-27
19829,4177,5.3,2023-09-22
22322,6630,8.6,2025-10-18
17715,3089,9.9,2024-09-21
37316,3226,6.7,2021-08-15
29921,6875,8.1,2024-12-14
35745,3216,1.1,2021-04-26
8965,7561,8.9,2023-06-04
36225,7940,9.6,2025-05-05
29940,4188,6.2,2023-10-09
38289,1403,7.8,2021-08-09
4140,1453,5.6,2021-04-18
21467,4109,3.6,2024-06-23
34118,1237,8.7,2023-10-07
42847,4975,6.4,2024-11-28
9546,4329,6.2,2021-03-23
49298,693,6.9,2025-12-03
43273,5110,8.7,2024-05-19
8740,7171,7.6,2020-02-03
10337,5162,2.9,2023-08-04
27798,4906,5.2,2021-04-19
33212,7283,9.8,2023-03-13
40098,872,6.0,2023-11-12
23250,4381,9.4,2022-11-21
2693,2554,8.3,2025-10-06
5316,4111,7.0,2024-08-19
38011,7844,4.1,2022-12-01
1742,306,3.7,2025-10-13
6593,810,6.8,2022-09-28
32482,3744,4.9,2020-06-12
47749,6051,8.2,2023-05-02
35443,1610,7.8,2024-04-16
36637,6188,3.8,2021-01-04
11282,3234,7.3,2021-01-07
