movie_id,movie_name,movie_type,movie_area,release_year,duration,director,score_avg,score_count
2190,影片2190,冒险,韩国,2019,84,导演155,7.7,28027
2191,影片2191,"动画,悬疑",韩国,2010,110,导演125,5.4,14022
2192,影片2192,科幻,英国,2014,127,导演152,9.0,10164
2193,影片2193,"悬疑,动画,科幻",中国台湾,2010,99,导演113,7.7,17575
2194,影片2194,"动画,纪录片",法国,2021,96,导演119,7.1,9546
2195,影片2195,"喜剧,科幻",中国台湾,2013,107,导演96,4.6,4481
2196,影片2196,"纪录片,动画",英国,2012,146,导演76,6.5,24250
2197,影片2197,"剧情,纪录片,喜剧",法国,2012,115,导演85,6.5,13679
2198,影片2198,"剧情,爱情",中国大陆,2013,88,导演191,8.8,47602
2199,影片2199,"悬疑,喜剧,剧情",美国,2021,73,导演115,7.0,27438
2200,影片2200,"冒险,纪录片",韩国,2020,106,导演95,6.1,4336
2201,影片2201,"冒险,动作,纪录片",法国,2023,167,导演132,9.4,3369
2202,影片2202,"剧情,冒险,动作",中国台湾,2022,112,导演170,4.6,47810
2203,影片2203,"悬疑,爱情",中国台湾,2016,81,导演158,6.3,26158
2204,影片2204,"动画,科幻",中国大陆,2011,108,导演4,4.2,9712
2205,影片2205,动画,美国,2023,172,导演39,8.1,28978
2206,影片2206,"冒险,悬疑,科幻",中国大陆,2012,90,导演10,9.0,18400
2207,影片2207,"纪录片,动作,科幻",法国,2015,156,导演127,5.5,8486
2208,影片2208,纪录片,韩国,2021,178,导演121,8.7,17913
2209,影片2209,"剧情,冒险,惊悚",韩国,2014,155,导演175,5.6,47960
2210,影片2210,"剧情,悬疑,科幻",美国,2010,125,导演124,9.0,18838
2211,影片2211,"剧情,悬疑",法国,2022,76,导演152,8.1,20683
2212,影片2212,"动作,爱情",美国,2017,101,导演119,8.4,11043
2213,影片2213,剧情,韩国,2023,165,导演103,4.1,28478
2214,影片2214,"惊悚,悬疑,动作",美国,2015,149,导演124,9.3,44442
2215,影片2215,惊悚,中国大陆,2023,121,导演111,8.0,11095
2216,影片2216,"纪录片,喜剧",韩国,2021,85,导演79,5.7,16445
2217,影片2217,"纪录片,动画",美国,2022,125,导演61,8.6,19773
2218,影片2218,冒险,中国台湾,2020,90,导演154,5.5,22439
2219,影片2219,"动画,动作,剧情",中国香港,2012,171,导演189,8.8,1556
2220,影片2220,剧情,英国,2025,81,导演179,4.6,43465
2221,影片2221,喜剧,中国大陆,2025,92,导演9,7.9,9747
2222,影片2222,"惊悚,冒险",中国香港,2011,91,导演80,7.0,22636
2223,影片2223,喜剧,中国香港,2011,148,导演1,4.5,13599
2224,影片2224,动画,法国,2013,104,导演152,5.3,20099
2225,影片2225,"剧情,动作,悬疑",中国台湾,2012,129,导演156,4.1,18038
2226,影片2226,剧情,中国香港,2025,147,导演58,6.6,46156
2227,影片2227,"喜剧,动画",韩国,2015,158,导演122,5.7,30655
2228,影片2228,"剧情,悬疑",日本,2022,123,导演61,7.3,21271
2229,影片2229,"惊悚,科幻,剧情",法国,2014,160,导演40,5.6,3411
2230,影片2230,喜剧,中国香港,2014,83,导演115,5.6,9264
2231,影片2231,动作,日本,2020,158,导演82,8.1,38963
2232,影片2232,纪录片,英国,2023,85,导演165,4.3,44795
2233,影片2233,"剧情,悬疑,科幻",法国,2011,116,导演41,9.0,26611
2234,影片2234,惊悚,中国香港,2011,74,导演65,8.7,26530
2235,影片2235,纪录片,法国,2022,170,导演182,7.7,22206
2236,影片2236,"爱情,惊悚",英国,2020,166,导演146,7.3,46865
2237,影片2237,喜剧,中国台湾,2018,123,导演24,8.9,32909
2238,影片2238,"爱情,喜剧",中国台湾,2017,135,导演155,5.0,33463
2239,影片2239,"科幻,爱情",英国,2011,168,导演3,4.4,42388
2240,影片2240,"惊悚,冒险",韩国,2010,83,导演124,5.3,33838
2241,影片2241,科幻,中国台湾,2020,157,导演169,8.4,49270
2242,影片2242,"剧情,悬疑,动画",美国,2023,168,导演188,4.2,3583
2243,影片2243,"冒险,剧情",日本,2024,75,导演73,7.2,22797
2244,影片2244,动画,中国香港,2025,176,导演107,9.5,31378
2245,影片2245,"冒险,科幻,惊悚",美国,2024,103,导演77,8.7,43733
2246,影片2246,科幻,日本,2022,103,导演2,6.9,35782
2247,影片2247,喜剧,美国,2024,100,导演102,4.4,1147
2248,影片2248,"喜剧,动作",日本,2023,72,导演129,8.6,49021
2249,影片2249,"悬疑,喜剧,纪录片",美国,2019,169,导演30,7.3,16390
2250,影片2250,"剧情,惊悚",中国台湾,2016,71,导演176,4.6,29147
2251,影片2251,惊悚,美国,2025,72,导演26,4.5,9511
2252,影片2252,"悬疑,爱情,冒险",日本,2023,90,导演110,9.0,14375
2253,影片2253,"爱情,惊悚,动作",日本,2019,139,导演178,7.7,36958
2254,影片2254,"动作,冒险,爱情",中国香港,2010,100,导演17,8.6,18698
2255,影片2255,动作,法国,2020,85,导演129,8.8,36035
2256,影片2256,"剧情,动作",法国,2018,170,导演22,7.1,24347
2257,影片2257,惊悚,中国台湾,2022,173,导演49,6.8,36737
2258,影片2258,"喜剧,动作",中国香港,2015,88,导演88,6.4,11508
2259,影片2259,"剧情,科幻,纪录片",韩国,2010,113,导演100,5.7,29337
2260,影片2260,剧情,英国,2016,91,导演49,6.4,41702
2261,影片2261,"纪录片,动作,科幻",法国,2024,119,导演83,8.3,43108
2262,影片2262,"科幻,喜剧",中国大陆,2024,94,导演1,7.3,38417
2263,影片2263,"喜剧,惊悚",韩国,2023,165,导演2,8.9,21654
2264,影片2264,"动作,爱情",中国香港,2013,145,导演35,6.4,32026
2265,影片2265,"剧情,冒险",韩国,2013,149,导演9,7.3,42817
2266,影片2266,"科幻,悬疑",英国,2019,74,导演28,7.5,4598
2267,影片2267,"爱情,悬疑",英国,2014,105,导演88,7.3,28002
2268,影片2268,剧情,韩国,2012,133,导演79,7.9,49406
2269,影片2269,"动画,喜剧",中国大陆,2019,111,导演48,5.3,47648
2270,影片2270,爱情,中国香港,2021,84,导演25,6.8,18314
2271,影片2271,"惊悚,动作",中国台湾,2016,144,导演21,4.6,16172
2272,影片2272,悬疑,日本,2012,173,导演183,6.1,36975
2273,影片2273,"剧情,悬疑,冒险",中国香港,2022,166,导演11,6.7,21440
2274,影片2274,"动作,惊悚",日本,2011,87,导演18,7.6,7181
2275,影片2275,"喜剧,动作,纪录片",中国大陆,2025,173,导演93,9.2,27606
2276,影片2276,"动作,悬疑,爱情",美国,2012,112,导演44,7.3,13132
2277,影片2277,"冒险,动作,喜剧",法国,2016,163,导演182,8.1,9300
2278,影片2278,剧情,美国,2023,70,导演175,6.8,35273
2279,影片2279,"冒险,科幻",法国,2017,77,导演111,7.5,14828
2280,影片2280,"动画,科幻,悬疑",韩国,2014,121,导演152,4.4,27970
2281,影片2281,"悬疑,冒险,科幻",中国香港,2023,102,导演166,5.4,40666
2282,影片2282,"喜剧,动作",英国,2016,165,导演65,6.0,46305
2283,影片2283,冒险,中国台湾,2013,155,导演64,6.6,9680
2284,影片2284,"喜剧,科幻,剧情",中国大陆,2012,157,导演102,4.3,9713
2285,影片2285,悬疑,中国香港,2010,153,导演54,4.8,48004
2286,影片2286,喜剧,英国,2013,113,导演53,5.5,30299
2287,影片2287,爱情,中国香港,2021,111,导演106,9.3,25820
2288,影片2288,"剧情,悬疑,纪录片",美国,2014,96,导演100,5.8,24145
2289,影片2289,科幻,法国,2025,105,导演112,6.7,4206
2290,影片2290,"喜剧,动画",法国,2015,77,导演16,5.1,31064
2291,影片2291,"悬疑,科幻,动画",中国香港,2019,88,导演73,7.4,19306
2292,影片2292,动画,中国大陆,2025,170,导演196,5.5,35707
2293,影片2293,冒险,法国,2021,108,导演165,5.1,15700
2294,影片2294,"科幻,悬疑",法国,2022,104,导演42,6.8,32480
2295,影片2295,纪录片,中国台湾,2010,169,导演61,4.0,43285
2296,影片2296,"动画,科幻",中国台湾,2013,104,导演185,4.0,25302
2297,影片2297,"悬疑,动作,冒险",日本,2022,72,导演17,5.2,38169
2298,影片2298,科幻,日本,2018,173,导演63,4.2,44807
2299,影片2299,"冒险,剧情,爱情",法国,2010,89,导演6,4.6,22454
2300,影片2300,"剧情,动画,惊悚",中国大陆,2025,94,导演48,5.9,8108
2301,影片2301,"悬疑,动画,冒险",日本,2016,150,导演103,8.4,44898
2302,影片2302,"冒险,惊悚,动作",英国,2025,149,导演51,7.1,17048
2303,影片2303,"喜剧,惊悚",韩国,2025,167,导演62,6.8,35897
2304,影片2304,"纪录片,科幻",英国,2010,158,导演20,5.6,7762
2305,影片2305,"爱情,科幻,动画",中国大陆,2016,129,导演106,9.1,36060
2306,影片2306,"动作,冒险,纪录片",中国台湾,2017,164,导演55,6.2,15317
2307,影片2307,"动作,喜剧",日本,2010,145,导演105,4.5,8882
2308,影片2308,"冒险,纪录片",美国,2012,113,导演61,7.4,41093
2309,影片2309,动作,日本,2017,75,导演122,4.6,46154
2310,影片2310,"剧情,爱情",中国大陆,2025,174,导演56,5.9,27988
2311,影片2311,"动作,冒险",美国,2018,70,导演110,6.8,46637
2312,影片2312,"惊悚,纪录片",中国台湾,2010,164,导演25,8.8,42104
2313,影片2313,"喜剧,悬疑,科幻",中国台湾,2015,99,导演189,6.7,3962
2314,影片2314,"爱情,科幻,剧情",美国,2014,107,导演118,7.9,5015
2315,影片2315,"纪录片,科幻,爱情",中国大陆,2013,162,导演186,9.5,14380
2316,影片2316,"悬疑,动画",中国台湾,2012,176,导演41,4.7,32046
2317,影片2317,"喜剧,爱情",韩国,2011,138,导演45,5.5,45855
2318,影片2318,"动作,冒险",中国台湾,2016,79,导演40,6.2,28200
2319,影片2319,动画,美国,2015,104,导演183,6.3,35095
2320,影片2320,"剧情,冒险,惊悚",法国,2015,176,导演153,6.3,35920
2321,影片2321,"冒险,科幻,纪录片",英国,2015,148,导演114,9.0,19296
2322,影片2322,"悬疑,科幻",中国大陆,2016,121,导演76,7.9,25610
2323,影片2323,"纪录片,动作,剧情",中国台湾,2011,99,导演189,7.3,46892
2324,影片2324,"动作,剧情,纪录片",英国,2014,76,导演133,5.7,12782
2325,影片2325,"科幻,爱情,冒险",中国大陆,2012,100,导演138,8.5,37194
2326,影片2326,惊悚,中国香港,2018,103,导演86,9.3,36973
2327,影片2327,爱情,中国大陆,2023,132,导演53,8.5,10156
2328,影片2328,动作,中国台湾,2024,79,导演109,4.0,48246
2329,影片2329,"剧情,动作,惊悚",法国,2015,157,导演71,7.5,23130
2330,影片2330,喜剧,中国大陆,2010,169,导演171,4.3,46277
2331,影片2331,喜剧,中国香港,2020,91,导演194,5.4,49640
2332,影片2332,"冒险,动作,剧情",美国,2025,173,导演26,4.3,29768
2333,影片2333,"惊悚,喜剧,剧情",中国台湾,2021,110,导演98,7.3,45051
2334,影片2334,剧情,日本,2019,103,导演41,7.8,6573
2335,影片2335,"爱情,剧情,纪录片",日本,2025,136,导演197,4.6,6020
2336,影片2336,爱情,日本,2011,110,导演98,6.1,31728
2337,影片2337,剧情,英国,2024,73,导演12,6.5,40269
2338,影片2338,喜剧,日本,2017,118,导演89,6.0,42724
2339,影片2339,"动作,惊悚",日本,2014,121,导演97,4.7,37896
2340,影片2340,科幻,英国,2014,172,导演69,6.3,34533
2341,影片2341,惊悚,韩国,2011,116,导演80,8.1,12156
2342,影片2342,"动画,喜剧,剧情",法国,2011,122,导演54,4.4,16754
2343,影片2343,"冒险,剧情",法国,2021,170,导演5,4.4,41920
2344,影片2344,"剧情,爱情,冒险",中国香港,2011,104,导演13,6.0,9022
2345,影片2345,"悬疑,剧情",中国香港,2010,103,导演161,9.2,49056
2346,影片2346,"爱情,剧情",法国,2025,101,导演133,7.7,13704
2347,影片2347,"科幻,剧情",中国香港,2022,104,导演63,7.7,11148
2348,影片2348,"动作,爱情,动画",日本,2015,136,导演147,6.0,43282
2349,影片2349,"悬疑,动画,冒险",中国台湾,2010,101,导演108,7.3,47988
2350,影片2350,惊悚,英国,2016,83,导演80,4.1,17505
2351,影片2351,纪录片,中国大陆,2022,107,导演162,7.5,26551
2352,影片2352,惊悚,韩国,2019,180,导演11,9.0,13228
2353,影片2353,"科幻,惊悚",韩国,2015,107,导演50,7.4,48791
2354,影片2354,动作,法国,2022,109,导演106,8.8,19336
2355,影片2355,"剧情,冒险",中国大陆,2017,163,导演28,8.0,25141
2356,影片2356,剧情,中国台湾,2018,112,导演186,4.7,9798
2357,影片2357,"冒险,喜剧",韩国,2011,107,导演176,9.0,42882
2358,影片2358,悬疑,美国,2016,97,导演54,4.4,24269
2359,影片2359,剧情,日本,2020,160,导演32,6.9,26868
2360,影片2360,"科幻,爱情,动作",中国香港,2013,161,导演154,4.8,30802
2361,影片2361,"纪录片,动作,喜剧",美国,2017,145,导演24,4.1,42344
2362,影片2362,"科幻,纪录片,冒险",中国台湾,2022,152,导演83,6.3,15792
2363,影片2363,动画,中国大陆,2012,80,导演193,5.6,41099
2364,影片2364,"纪录片,惊悚,动画",中国香港,2024,134,导演105,6.7,37211
2365,影片2365,"剧情,喜剧,冒险",中国台湾,2016,175,导演7,7.2,2926
2366,影片2366,"动作,惊悚,动画",中国香港,2014,177,导演153,4.2,35332
2367,影片2367,科幻,英国,2020,130,导演164,4.7,47061
2368,影片2368,"悬疑,冒险",中国香港,2023,70,导演159,7.1,45572
2369,影片2369,动画,韩国,2021,87,导演15,5.9,5997
2370,影片2370,"冒险,动作",中国香港,2019,83,导演139,8.0,20152
2371,影片2371,科幻,英国,2025,113,导演7,7.6,39440
2372,影片2372,动画,美国,2015,174,导演186,8.7,11333
2373,影片2373,冒险,中国台湾,2012,100,导演116,7.8,19023
2374,影片2374,"惊悚,动画",中国香港,2012,102,导演10,6.4,46574
2375,影片2375,"悬疑,爱情,动画",中国大陆,2021,150,导演6,7.7,23117
2376,影片2376,纪录片,英国,2023,125,导演191,5.5,4038
2377,影片2377,"动作,冒险,爱情",英国,2010,75,导演50,5.7,4629
2378,影片2378,"科幻,惊悚,动画",英国,2012,174,导演196,8.3,2787
2379,影片2379,"爱情,纪录片",中国香港,2020,165,导演55,6.5,7550
2380,影片2380,科幻,日本,2020,115,导演14,8.4,29166
2381,影片2381,"剧情,爱情,动画",中国香港,2025,150,导演125,8.5,28818
2382,影片2382,"爱情,科幻,悬疑",日本,2011,84,导演62,8.7,20923
2383,影片2383,"喜剧,剧情,纪录片",美国,2020,108,导演61,9.0,32253
2384,影片2384,"剧情,冒险,爱情",英国,2011,97,导演60,6.4,43279
2385,影片2385,"冒险,动作",中国大陆,2013,155,导演95,5.8,30591
2386,影片2386,"喜剧,冒险,惊悚",中国香港,2019,106,导演147,7.2,12913
2387,影片2387,纪录片,日本,2015,121,导演194,6.0,40180
2388,影片2388,"冒险,动画,剧情",日本,2024,81,导演134,7.3,20369
2389,影片2389,剧情,韩国,2022,151,导演146,7.9,17266
2390,影片2390,惊悚,中国香港,2019,72,导演198,7.8,33796
2391,影片2391,"冒险,科幻",中国台湾,2016,83,导演48,6.1,15616
2392,影片2392,"爱情,动画",英国,2011,122,导演160,4.9,46854
2393,影片2393,剧情,法国,2014,120,导演164,6.4,8714
2394,影片2394,"动画,喜剧",法国,2015,165,导演56,4.8,21283
2395,影片2395,"科幻,剧情,冒险",韩国,2021,153,导演63,8.9,35092
2396,影片2396,剧情,中国大陆,2019,175,导演1,5.9,23589
2397,影片2397,"动作,爱情",英国,2020,73,导演141,4.8,10649
2398,影片2398,"冒险,惊悚",中国台湾,2023,154,导演69,4.1,7127
2399,影片2399,"动画,冒险,惊悚",英国,2012,176,导演56,7.6,1978
2400,影片2400,"纪录片,动画,动作",中国台湾,2016,173,导演136,7.5,21558
2401,影片2401,"惊悚,动作,悬疑",美国,2018,121,导演139,5.9,10761
2402,影片2402,冒险,日本,2018,150,导演11,4.4,2930
2403,影片2403,纪录片,美国,2010,70,导演171,6.3,34678
2404,影片2404,"冒险,动画",英国,2012,77,导演30,5.7,26374
2405,影片2405,"科幻,动作,剧情",美国,2020,175,导演7,7.7,4140
2406,影片2406,动画,中国大陆,2018,80,导演76,7.3,42278
2407,影片2407,"动作,惊悚,喜剧",法国,2023,169,导演46,6.0,42257
2408,影片2408,"科幻,纪录片,动画",中国台湾,2011,163,导演95,5.2,15451
2409,影片2409,"悬疑,冒险,喜剧",法国,2024,126,导演154,9.4,19448
2410,影片2410,"爱情,喜剧",法国,2014,162,导演104,6.5,27977
2411,影片2411,"爱情,冒险,惊悚",中国大陆,2012,165,导演126,7.8,48512
2412,影片2412,"纪录片,动画,喜剧",中国台湾,2012,168,导演200,4.8,18271
2413,影片2413,动画,日本,2012,94,导演51,6.7,14281
2414,影片2414,"科幻,动作",中国台湾,2020,115,导演184,4.2,12222
2415,影片2415,惊悚,英国,2013,129,导演140,6.8,6187
2416,影片2416,"喜剧,科幻",中国台湾,2013,80,导演155,9.3,11707
2417,影片2417,动画,中国香港,2017,166,导演109,6.1,16595
2418,影片2418,"惊悚,爱情,纪录片",法国,2021,118,导演32,4.2,13477
2419,影片2419,纪录片,中国香港,2019,109,导演68,4.2,39833
2420,影片2420,爱情,韩国,2011,88,导演102,6.1,20268
2421,影片2421,"喜剧,动作,动画",日本,2019,76,导演61,4.9,30605
2422,影片2422,悬疑,中国香港,2022,130,导演137,4.1,8096
2423,影片2423,纪录片,法国,2015,93,导演20,8.2,1918
2424,影片2424,动作,法国,2015,83,导演161,6.5,13673
2425,影片2425,"剧情,动画",中国台湾,2020,164,导演126,5.6,48921
2426,影片2426,"冒险,纪录片,科幻",英国,2017,175,导演139,9.0,16927
2427,影片2427,剧情,中国台湾,2020,122,导演8,4.6,23182
2428,影片2428,冒险,法国,2010,133,导演180,9.3,39575
2429,影片2429,"动画,冒险,动作",法国,2025,159,导演16,5.7,27388
2430,影片2430,"科幻,动画",中国台湾,2010,116,导演196,8.9,1147
2431,影片2431,"剧情,爱情",中国香港,2015,93,导演58,7.3,42233
2432,影片2432,"惊悚,爱情",中国香港,2022,156,导演169,8.5,24988
2433,影片2433,惊悚,法国,2013,157,导演68,9.4,27537
2434,影片2434,"爱情,动作,冒险",中国香港,2014,111,导演146,5.6,27078
2435,影片2435,"冒险,喜剧",日本,2017,125,导演160,9.3,40908
2436,影片2436,"悬疑,剧情,喜剧",中国台湾,2014,74,导演85,6.1,3222
2437,影片2437,"科幻,剧情,动画",日本,2019,152,导演34,6.1,20538
2438,影片2438,"惊悚,剧情,动作",中国香港,2019,114,导演116,5.9,42029
2439,影片2439,"剧情,纪录片,喜剧",法国,2012,115,导演46,7.0,16419
2440,影片2440,"动画,纪录片,冒险",法国,2016,139,导演197,4.8,44039
2441,影片2441,喜剧,法国,2018,118,导演200,7.0,6111
2442,影片2442,"动作,纪录片,剧情",法国,2022,139,导演39,7.0,41870
2443,影片2443,"动画,剧情,纪录片",中国台湾,2014,110,导演133,8.2,38801
2444,影片2444,纪录片,中国大陆,2020,157,导演135,8.6,1042
2445,影片2445,"爱情,科幻",韩国,2011,159,导演69,6.4,2959
2446,影片2446,"惊悚,动画,剧情",韩国,2024,142,导演10,5.7,3007
2447,影片2447,"动作,爱情,悬疑",中国台湾,2020,179,导演96,5.4,18584
2448,影片2448,"爱情,剧情",英国,2024,145,导演101,5.1,13852
2449,影片2449,惊悚,日本,2015,151,导演64,4.3,42546
2450,影片2450,剧情,日本,2022,176,导演57,5.9,13751
2451,影片2451,"冒险,动作,惊悚",英国,2015,103,导演21,5.5,45857
2452,影片2452,"惊悚,爱情,冒险",法国,2015,113,导演100,9.3,11989
2453,影片2453,"爱情,动画,科幻",美国,2020,137,导演156,7.1,45986
2454,影片2454,"动作,科幻",中国香港,2022,117,导演94,5.9,2681
2455,影片2455,"纪录片,剧情,悬疑",英国,2020,72,导演157,7.2,22000
2456,影片2456,"悬疑,冒险",美国,2010,94,导演79,4.8,42164
2457,影片2457,"动作,剧情,冒险",中国香港,2025,146,导演124,6.4,11801
2458,影片2458,科幻,韩国,2017,104,导演10,7.4,6636
2459,影片2459,"科幻,动画",日本,2012,111,导演76,6.7,30732
2460,影片2460,惊悚,韩国,2016,83,导演56,6.2,48771
2461,影片2461,惊悚,美国,2023,130,导演187,9.5,35375
2462,影片2462,科幻,英国,2024,178,导演82,8.8,4001
2463,影片2463,冒险,日本,2014,159,导演165,7.4,8150
2464,影片2464,"动作,喜剧",韩国,2015,128,导演99,7.1,41351
2465,影片2465,"动作,剧情,纪录片",中国大陆,2014,166,导演123,7.4,1440
2466,影片2466,"惊悚,爱情",美国,2021,121,导演42,5.1,9968
2467,影片2467,"剧情,动画",英国,2011,111,导演198,6.2,39244
2468,影片2468,"动画,纪录片,剧情",日本,2019,180,导演43,4.2,10058
2469,影片2469,"惊悚,剧情",韩国,2018,139,导演162,6.6,23251
2470,影片2470,"冒险,动画,惊悚",韩国,2019,92,导演129,7.0,9447
2471,影片2471,"冒险,动作",中国香港,2023,112,导演7,5.3,9921
2472,影片2472,喜剧,中国大陆,2014,172,导演79,9.3,25412
2473,影片2473,"科幻,冒险,动作",美国,2014,152,导演30,9.0,22363
2474,影片2474,"动作,科幻",中国大陆,2020,113,导演124,8.0,3214
2475,影片2475,"科幻,动画,爱情",中国香港,2019,108,导演73,6.9,35066
2476,影片2476,"冒险,动画,剧情",法国,2014,133,导演177,8.8,15554
2477,影片2477,"纪录片,冒险",日本,2023,89,导演192,4.7,1417
2478,影片2478,惊悚,中国台湾,2021,106,导演54,8.3,5560
2479,影片2479,"科幻,爱情,动作",中国台湾,2016,177,导演17,4.7,9276
2480,影片2480,冒险,中国台湾,2010,150,导演79,8.4,41898
2481,影片2481,喜剧,英国,2010,81,导演134,5.5,17039
2482,影片2482,"悬疑,纪录片",中国台湾,2016,161,导演142,8.8,31355
2483,影片2483,"喜剧,剧情",中国台湾,2025,121,导演133,9.2,47279
2484,影片2484,纪录片,中国台湾,2015,114,导演123,4.8,31425
2485,影片2485,"悬疑,惊悚",日本,2025,87,导演98,6.5,11142
2486,影片2486,"喜剧,惊悚,爱情",中国香港,2024,118,导演169,9.4,37293
2487,影片2487,动作,英国,2011,140,导演47,6.7,48073
2488,影片2488,"动作,纪录片",中国台湾,2012,128,导演176,8.7,15094
2489,影片2489,纪录片,美国,2015,177,导演8,7.2,22353
2490,影片2490,爱情,中国台湾,2016,164,导演106,6.1,12219
2491,影片2491,动画,韩国,2012,151,导演78,5.6,16484
2492,影片2492,"剧情,爱情,科幻",中国台湾,2020,153,导演94,5.1,47037
2493,影片2493,冒险,美国,2020,141,导演79,8.2,18483
2494,影片2494,"动作,纪录片",法国,2025,98,导演42,6.1,26761
2495,影片2495,"科幻,喜剧",韩国,2018,180,导演65,6.8,38854
2496,影片2496,"冒险,动作",中国台湾,2024,147,导演150,6.7,29756
2497,影片2497,爱情,中国台湾,2024,78,导演42,7.2,4633
2498,影片2498,"科幻,纪录片",法国,2013,97,导演126,8.8,47394
2499,影片2499,"爱情,剧情",美国,2014,89,导演8,9.4,45251
2500,影片2500,爱情,韩国,2022,163,导演186,6.2,4557
2501,影片2501,"科幻,爱情,喜剧",中国大陆,2018,167,导演142,8.6,33043
2502,影片2502,"纪录片,剧情,冒险",韩国,2016,158,导演190,8.2,48319
2503,影片2503,"惊悚,剧情,冒险",中国台湾,2017,151,导演137,7.2,26843
2504,影片2504,喜剧,美国,2010,105,导演78,9.3,16485
2505,影片2505,"动作,惊悚",中国香港,2024,78,导演89,5.1,11682
2506,影片2506,冒险,中国香港,2010,169,导演39,4.6,43133
2507,影片2507,"爱情,惊悚,喜剧",中国香港,2019,95,导演123,8.7,19165
2508,影片2508,"剧情,科幻,喜剧",美国,2010,143,导演107,6.4,31808
2509,影片2509,科幻,法国,2012,147,导演30,8.7,10514
2510,影片2510,"喜剧,爱情",中国台湾,2013,96,导演41,8.9,8738
2511,影片2511,"纪录片,动画,冒险",中国台湾,2011,84,导演156,4.3,49891
2512,影片2512,"动作,冒险,剧情",英国,2022,83,导演34,8.9,12842
2513,影片2513,动作,中国大陆,2024,87,导演186,6.5,23474
2514,影片2514,"剧情,纪录片,科幻",美国,2016,74,导演76,6.8,38478
2515,影片2515,动画,英国,2020,96,导演138,7.4,1878
2516,影片2516,"爱情,纪录片,悬疑",中国香港,2014,167,导演73,9.1,12543
2517,影片2517,动作,日本,2010,171,导演143,4.1,45763
2518,影片2518,"剧情,爱情",韩国,2010,143,导演171,6.6,22406
2519,影片2519,爱情,日本,2022,86,导演5,7.8,39758
2520,影片2520,惊悚,韩国,2022,177,导演17,8.0,49635
2521,影片2521,"喜剧,科幻,惊悚",中国台湾,2025,175,导演5,7.8,7368
2522,影片2522,纪录片,中国香港,2014,105,导演49,4.7,28778
2523,影片2523,"剧情,惊悚",韩国,2022,109,导演196,5.6,9541
2524,影片2524,喜剧,日本,2012,165,导演200,6.0,11234
2525,影片2525,爱情,法国,2011,124,导演32,8.4,24712
2526,影片2526,"爱情,纪录片,科幻",法国,2018,77,导演43,5.5,40260
2527,影片2527,"喜剧,纪录片,动作",英国,2023,180,导演152,5.2,2466
2528,影片2528,"科幻,爱情",中国台湾,2019,137,导演167,9.3,8014
2529,影片2529,"惊悚,悬疑",中国台湾,2010,98,导演180,4.0,47552
2530,影片2530,"喜剧,科幻",中国大陆,2013,72,导演158,9.5,24801
2531,影片2531,"纪录片,冒险",韩国,2023,170,导演79,7.7,41822
2532,影片2532,惊悚,法国,2021,117,导演73,8.6,28863
2533,影片2533,科幻,日本,2025,177,导演28,5.6,9969
2534,影片2534,"纪录片,动画",中国大陆,2013,75,导演143,4.1,4892
2535,影片2535,剧情,中国香港,2011,96,导演7,8.1,49279
2536,影片2536,"剧情,科幻",中国香港,2024,121,导演71,8.6,6896
2537,影片2537,"爱情,动画",中国大陆,2010,136,导演25,8.1,48629
2538,影片2538,"惊悚,纪录片,动作",中国台湾,2010,162,导演28,4.8,23460
2539,影片2539,"喜剧,纪录片,动作",美国,2011,122,导演116,8.1,7662
2540,影片2540,喜剧,法国,2017,112,导演21,8.2,4132
2541,影片2541,"惊悚,剧情",日本,2025,108,导演52,7.6,27254
2542,影片2542,动作,美国,2010,72,导演145,8.2,29514
2543,影片2543,惊悚,韩国,2024,124,导演181,8.7,29146
2544,影片2544,"悬疑,纪录片,喜剧",美国,2013,141,导演2,7.4,22873
2545,影片2545,科幻,英国,2015,175,导演113,4.5,17660
2546,影片2546,"动画,冒险",中国台湾,2012,115,导演150,6.7,5199
2547,影片2547,"科幻,爱情,纪录片",中国大陆,2011,77,导演69,4.4,27409
2548,影片2548,"动画,动作",日本,2020,150,导演151,6.2,2634
2549,影片2549,动作,中国大陆,2024,145,导演125,6.2,44682
2550,影片2550,"动作,悬疑",中国大陆,2010,165,导演168,4.4,18215
2551,影片2551,"科幻,剧情,动作",日本,2010,110,导演64,5.9,44759
2552,影片2552,"动作,惊悚,爱情",中国大陆,2018,148,导演156,4.6,33888
2553,影片2553,冒险,日本,2025,120,导演156,8.4,35680
2554,影片2554,"科幻,动作",美国,2024,145,导演113,9.2,45902
2555,影片2555,动画,英国,2019,83,导演106,4.4,26035
2556,影片2556,爱情,美国,2025,106,导演13,9.3,32786
2557,影片2557,"冒险,悬疑",美国,2017,176,导演45,6.9,22123
2558,影片2558,"爱情,科幻",日本,2013,148,导演115,5.6,1960
2559,影片2559,悬疑,中国台湾,2023,178,导演170,4.4,10146
2560,影片2560,科幻,法国,2011,135,导演118,6.8,36425
2561,影片2561,动作,中国香港,2023,77,导演41,8.4,44303
2562,影片2562,"喜剧,悬疑,动作",中国香港,2017,117,导演176,7.9,46994
2563,影片2563,"冒险,剧情,纪录片",中国台湾,2013,80,导演114,4.3,2468
2564,影片2564,"剧情,冒险,悬疑",中国大陆,2012,139,导演103,4.4,18041
2565,影片2565,"剧情,爱情",中国台湾,2013,127,导演92,6.2,35206
