movie_id,box_office,show_count,watch_people,hot_score,comment_count
1595,5009320.0,6403,78387,47.9,14024
1596,3853630.0,123,20188,55.5,22528
1597,3347046.0,3189,62323,63.8,18102
1598,3269938.0,1211,30921,53.3,8122
1599,2277842.0,7195,193771,46.4,12592
1600,5532220.0,1968,160129,57.1,4975
1601,3041668.0,4562,135435,31.3,26652
1602,4009345.0,332,51538,82.5,7344
1603,3112863.0,3604,53368,41.6,7564
1604,3327000.0,7387,189736,33.0,14533
1605,3128753.0,5594,152136,74.5,16286
1606,4377960.0,600,177633,82.6,14401
1607,3410752.0,9877,193599,85.3,20594
1608,4999356.0,4394,73668,63.6,28552
1609,2766875.0,562,120132,44.0,6402
1610,3918804.0,5743,94009,80.1,11907
1611,5483466.0,7793,123371,77.6,18078
1612,4153735.0,5986,110321,46.7,18302
1613,3548113.0,2334,113741,91.4,27274
1614,4078918.0,7326,187368,37.1,16210
1615,4006614.0,5117,155613,96.8,23643
1616,3759185.0,8310,197846,88.5,17064
1617,5722646.0,3211,69852,76.8,647
1618,4537225.0,3232,197872,93.8,17253
1619,3953677.0,7488,143541,79.1,18904
1620,4651713.0,138,106750,43.0,21196
1621,4088547.0,1252,145010,60.1,1290
1622,2323005.0,772,35373,34.9,9315
1623,4523355.0,3060,198420,56.5,27980
1624,5145495.0,3464,134979,80.4,3714
1625,2545693.0,816,128119,56.3,3605
1626,4447084.0,2102,109706,52.5,7868
1627,2830846.0,8142,193608,70.5,20566
1628,4188111.0,6384,65031,89.3,25628
1629,3182777.0,7133,5445,33.2,21727
1630,3864376.0,5413,168646,56.2,24512
1631,4668569.0,6774,84020,40.8,9526
1632,4331441.0,6267,149008,77.3,11250
1633,4538947.0,620,113735,37.2,12988
1634,5127934.0,3870,183283,75.2,20901
1635,4577660.0,2335,80379,49.5,10430
1636,3538610.0,3868,28949,43.5,12168
1637,3711497.0,3769,65989,93.7,14984
1638,3438995.0,6199,81251,31.3,8710
1639,5788814.0,4109,10079,59.8,12137
1640,5679300.0,2332,34292,31.5,26651
1641,3700624.0,2543,135028,62.9,5916
1642,5484732.0,6723,36762,64.1,6769
1643,3258968.0,6270,188002,51.9,21340
1644,3959234.0,4833,164072,39.0,20957
1645,3164232.0,4883,172069,55.6,1611
1646,4803432.0,1196,199847,75.7,19604
1647,3228870.0,5583,119248,83.2,9684
1648,4652963.0,9423,180623,66.1,26557
1649,5006412.0,2888,79865,70.1,6942
1650,4602419.0,9058,59393,43.6,639
1651,3037177.0,1621,176012,49.5,24198
1652,3462896.0,5092,64344,41.0,27806
1653,3236674.0,6438,88998,47.0,11339
1654,3539342.0,7060,71358,45.3,20882
1655,2556968.0,2086,184625,65.3,29304
1656,4823487.0,2627,104345,68.3,16105
1657,4485090.0,8930,78363,94.3,24303
1658,3753049.0,4952,39171,43.3,7499
1659,3913302.0,6494,113315,73.6,25729
1660,3551585.0,1912,5350,85.6,869
1661,3881821.0,3788,177421,68.1,18197
1662,3962508.0,7227,135826,47.3,29853
1663,5815046.0,2079,38865,47.9,15893
1664,3384430.0,7842,123296,32.7,17882
1665,6104136.0,6087,66414,50.8,4670
1666,5224600.0,3226,54730,80.6,20363
1667,2964963.0,3897,64337,33.2,16600
1668,5092958.0,367,149682,44.9,26677
1669,3062956.0,6412,60712,78.0,3894
1670,4539975.0,5400,58213,83.2,24726
1671,3557335.0,7096,83893,61.0,1703
1672,5006725.0,9369,189191,77.5,13246
1673,4860592.0,3513,154465,56.4,17882
1674,5483628.0,6361,30711,40.9,15461
1675,4541088.0,3650,22912,57.1,396
1676,2956800.0,9343,54792,69.4,26654
1677,2612241.0,454,78901,94.5,17284
1678,3607278.0,7796,17321,34.7,4224
1679,2594761.0,8326,31989,64.5,11630
1680,4923003.0,4085,75875,52.4,8027
1681,3168486.0,3687,30546,64.6,23521
1682,5019974.0,4557,80749,31.6,3548
1683,3922941.0,9077,15564,51.3,13807
1684,5089372.0,1625,153664,85.8,2877
1685,3278351.0,1902,34665,67.7,9536
1686,5234798.0,4830,97624,60.6,18200
1687,5350094.0,7475,181086,49.4,29387
1688,4319601.0,9692,65452,50.3,23106
1689,4746135.0,9803,8294,56.1,11809
1690,4377976.0,358,149870,86.8,8497
1691,2856435.0,9121,180999,95.8,5902
1692,4161587.0,5310,33150,59.8,14029
1693,4120929.0,1627,177074,56.7,26165
1694,3567600.0,2898,90542,87.6,12265
1695,3258288.0,5152,12926,59.0,20107
1696,2337197.0,513,36675,67.5,4919
1697,3055320.0,7270,71398,45.7,23236
1698,3124932.0,548,106566,80.6,15507
1699,5493694.0,5727,141900,66.2,6231
1700,4324293.0,6923,80767,85.0,6364
1701,5128947.0,3010,163353,83.1,28695
1702,3599110.0,6961,187699,44.6,14760
1703,3251317.0,3999,132329,78.7,6664
1704,4729887.0,9920,86165,84.4,17788
1705,3129892.0,2009,9899,53.5,20735
1706,3441107.0,7239,163241,41.7,12152
1707,4056714.0,8980,35221,30.2,21811
1708,3258230.0,8238,120890,60.7,19733
1709,4221507.0,2803,77713,54.0,24377
1710,4955198.0,6431,103121,67.7,4440
1711,3578451.0,2321,194628,42.8,4824
1712,3168148.0,8970,79033,88.5,7089
1713,4221841.0,7743,50900,47.5,23225
1714,4401792.0,1249,26622,45.4,21478
1715,3129598.0,3128,26541,62.7,19144
1716,5157729.0,3235,48370,63.9,12802
1717,2672502.0,6913,162795,44.6,4883
1718,3924907.0,5465,144907,48.5,4546
1719,5535354.0,8617,30383,41.5,15648
1720,2900354.0,9318,122672,78.9,22660
1721,2617074.0,9155,112774,82.4,8065
1722,2581998.0,4957,188081,61.4,29918
1723,3444559.0,8838,56864,78.6,21676
1724,2836018.0,3523,144855,80.0,26967
1725,4006003.0,7944,194918,39.4,14639
1726,2614490.0,3269,90812,95.7,20934
1727,3357728.0,7574,97263,85.8,18786
1728,5076088.0,2381,138030,43.9,10481
1729,4550294.0,8597,58350,42.7,12189
1730,4448619.0,7963,62484,38.5,4665
1731,3011022.0,3054,46701,39.4,28767
1732,4557759.0,1592,51476,80.9,8356
1733,4150593.0,8840,57172,61.9,22721
1734,4070380.0,5045,185524,83.2,15919
1735,2649645.0,234,45613,80.7,7843
1736,5150463.0,2252,150045,71.1,15716
1737,3631450.0,1343,92647,76.7,436
1738,3862616.0,2556,59249,31.2,12600
1739,4037911.0,5468,191338,51.2,8421
1740,4178270.0,3625,80423,73.4,3091
1741,4929609.0,6053,59538,30.6,21787
1742,4983036.0,1911,5036,32.2,1336
1743,4819964.0,4320,159073,87.9,1052
1744,1983023.0,6019,77326,76.5,4682
1745,3834728.0,2205,156148,48.0,28876
1746,4225282.0,2421,158057,76.8,21654
1747,2320750.0,9025,86197,83.9,1317
1748,3807231.0,4572,87272,50.9,3042
1749,4585053.0,6122,140556,32.5,6105
1750,3364785.0,8345,142379,93.4,13765
1751,3452109.0,339,114228,53.5,25043
1752,3238509.0,6522,140052,37.2,10430
1753,2191050.0,8698,80638,63.4,13176
1754,3814231.0,2332,181124,82.3,3017
1755,5269069.0,1245,12295,45.1,20586
1756,5226477.0,1381,42396,48.3,9984
1757,4785718.0,4637,103648,46.5,7982
1758,3753509.0,7327,195504,97.4,1506
1759,3072850.0,3439,159940,43.4,2718
1760,3566369.0,2662,154476,69.1,26355
1761,3472816.0,2617,39221,92.9,25351
1762,5417140.0,9480,126173,40.0,27715
1763,3541272.0,6965,105250,96.0,24459
1764,3627594.0,2014,155731,94.4,382
1765,3118280.0,3601,168991,90.2,7529
1766,3577304.0,4807,45048,44.6,11118
1767,4709466.0,6435,135665,73.1,15438
1768,3698388.0,2293,135986,81.7,27070
1769,3638240.0,7448,8958,97.0,1706
1770,3963053.0,930,70223,42.3,28585
1771,4255206.0,6956,194749,82.1,17080
1772,4126452.0,2147,135375,53.0,15376
1773,5279803.0,6176,104540,41.9,13061
1774,4626221.0,6157,122749,58.7,7202
1775,4645793.0,6888,135837,84.0,19342
1776,3564248.0,2354,197393,61.6,8732
1777,4339726.0,7146,89759,66.6,6641
1778,3382315.0,6755,53881,97.7,7433
1779,4000228.0,7592,54838,57.1,4242
1780,4297195.0,3044,56976,71.8,18966
1781,3299413.0,3977,167928,54.8,3633
1782,4628629.0,2938,111097,56.7,6865
1783,4505883.0,2161,54359,77.3,28756
1784,4558910.0,3082,76555,93.8,18113
1785,4010096.0,780,121044,66.9,723
1786,5542820.0,2336,190299,82.3,9391
1787,4578203.0,2376,170374,36.1,27911
1788,4234753.0,9799,118846,44.4,4465
1789,3036066.0,8834,103154,64.1,4766
1790,4646744.0,3989,199866,31.4,5521
1791,3364200.0,5479,112284,47.2,15028
1792,5092990.0,1093,34402,65.2,26679
1793,4546986.0,7132,167997,31.0,17449
1794,4873806.0,1725,176647,48.0,12540
1795,2485004.0,8751,78172,65.0,22527
1796,2797842.0,1389,43020,69.0,4340
1797,5072603.0,2344,46862,93.0,3726
1798,2736447.0,3867,63728,73.9,7840
1799,2840289.0,7271,72121,58.2,6610
1800,2732955.0,1537,53826,93.3,19115
1801,5735702.0,560,59128,83.4,8033
1802,4276670.0,3376,162742,43.6,28181
1803,4096511.0,8390,64303,38.9,4887
1804,3954723.0,2256,66293,76.0,3514
1805,3327371.0,9120,172490,68.1,10375
1806,5410411.0,1059,105844,83.7,29915
1807,4477327.0,1876,148365,80.2,6644
1808,3145207.0,6514,173365,72.5,27937
1809,3288865.0,9684,183930,97.1,9248
1810,2238937.0,1166,199996,66.3,3812
1811,4515466.0,4235,116417,37.7,5408
1812,5092559.0,1501,11082,86.3,28721
1813,3270195.0,2860,173667,47.1,23105
1814,3264859.0,1368,69142,82.9,16588
1815,3246368.0,4564,192769,95.1,23588
1816,5117900.0,1772,156381,77.4,13651
1817,3462494.0,1258,31621,70.5,2285
1818,5293039.0,6265,51555,61.3,21054
1819,3871783.0,2002,79524,54.8,9724
1820,3205704.0,5196,195150,54.0,24607
1821,3101851.0,7754,192586,73.3,16148
1822,2601525.0,7059,85905,81.1,16464
1823,4161642.0,8558,9726,76.1,19466
1824,5333776.0,2192,185613,43.5,7301
1825,4167267.0,7068,7487,63.6,7140
1826,3847456.0,4212,14426,83.8,10320
1827,2444317.0,7239,89484,62.3,8343
1828,4689669.0,2260,42516,66.5,6529
1829,5274122.0,7842,34608,82.4,27201
1830,3723917.0,5545,128619,75.0,27321
1831,5849722.0,2448,115005,57.8,25971
1832,3736166.0,5005,33525,90.9,16941
1833,4097590.0,7621,70424,41.1,24287
1834,4738366.0,8169,116586,97.7,5380
1835,4735069.0,4832,199950,38.1,6255
1836,4519371.0,2543,194857,31.0,22544
1837,3596240.0,5969,154333,90.5,5245
1838,3900688.0,9921,97461,46.7,22039
1839,5545870.0,8926,143557,79.6,10435
1840,2870635.0,7582,5247,85.1,10979
1841,3749414.0,7890,139085,88.4,17206
1842,3732272.0,9162,177177,97.4,9024
1843,3898374.0,7737,50582,50.0,838
1844,4860422.0,535,87487,78.3,292
1845,4789474.0,2345,81981,37.8,14019
1846,3874372.0,5344,54435,57.7,25477
1847,3373968.0,343,189074,87.7,24609
1848,3278826.0,3389,114800,55.0,813
1849,4646904.0,8918,16465,70.2,22563
1850,4273725.0,4662,51536,64.3,2168
1851,3270048.0,3994,157140,73.9,25461
1852,5223010.0,8882,150992,96.2,19110
1853,5344941.0,1621,149249,33.8,2658
1854,5722010.0,3306,5754,69.0,29414
1855,5218287.0,342,88680,88.7,11531
1856,3313034.0,4804,97294,62.7,23573
1857,4500636.0,6338,112879,35.3,19572
1858,4279638.0,9169,97629,68.1,19697
1859,5278970.0,3124,184619,52.6,29355
1860,5263963.0,2548,18484,40.5,24886
1861,4763218.0,7749,152427,87.7,16418
1862,4089973.0,9409,196100,65.5,28974
1863,3147645.0,3828,93235,93.5,2909
1864,3465430.0,7618,184709,84.8,1769
1865,5684559.0,3431,32757,77.1,10107
1866,4812586.0,7851,120387,30.3,528
1867,2502793.0,4446,80282,59.1,19191
1868,2953164.0,6516,7268,43.4,26671
1869,3324390.0,3614,59239,91.9,20381
1870,4991059.0,9854,22082,41.9,22488
1871,5545038.0,596,5941,49.5,9298
1872,3038489.0,657,75052,65.1,338
1873,3459348.0,3988,147857,47.9,375
1874,5147727.0,6513,14469,44.3,17240
1875,4412730.0,2555,67798,70.7,26883
1876,4352351.0,3154,152545,36.0,22341
1877,3729088.0,365,197486,34.0,26026
1878,4408580.0,3749,170116,55.3,6203
1879,3561886.0,8224,49854,79.0,27495
1880,4878521.0,3523,74862,67.7,23721
1881,4460019.0,3235,108941,58.8,25423
1882,4861581.0,1936,50621,68.5,20489
1883,4022116.0,8125,44553,54.9,22007
1884,4252890.0,4496,48100,93.7,9788
1885,3622369.0,1498,74064,33.7,25085
1886,4476841.0,879,175543,75.8,5937
1887,2417473.0,5251,73503,90.6,5504
1888,3682014.0,4660,113521,84.7,6783
1889,4871249.0,7246,12745,42.5,24119
1890,5460948.0,5645,126552,50.1,2368
1891,3272628.0,8900,15462,78.8,10907
1892,3452021.0,7060,24347,35.7,17214
1893,4715183.0,2471,101729,85.2,15993
1894,3779075.0,6375,101145,78.9,9008
1895,4032971.0,3678,149266,79.6,16384
1896,4888497.0,1686,125984,36.8,23359
1897,4035112.0,4112,41187,78.8,12814
1898,3143965.0,9855,69933,76.2,4653
1899,4344772.0,4680,99100,86.5,16285
1900,5017469.0,6118,153877,32.8,11497
1901,4029294.0,1444,15098,31.6,4991
1902,2339112.0,6438,95614,55.4,12361
1903,5041576.0,6345,11118,40.1,20824
1904,2848251.0,539,31990,68.0,28548
1905,5181791.0,6764,82483,92.4,25825
1906,2844721.0,2367,137963,56.6,14751
1907,5233573.0,3691,84990,87.5,23118
1908,3848110.0,7954,47122,30.0,18887
1909,3338080.0,684,18989,41.5,22773
1910,3142704.0,303,110487,32.1,7276
1911,4014364.0,2130,109984,52.3,24603
1912,5653382.0,5637,130646,91.8,370
1913,5446226.0,1258,9913,36.6,4534
1914,2956894.0,6348,70936,71.2,10445
1915,4314717.0,1344,36666,60.7,28907
1916,5286887.0,3731,187290,93.8,8254
1917,5071536.0,8992,130958,38.3,27893
1918,3541353.0,8447,36102,44.4,18316
1919,3808365.0,5580,44673,32.0,10539
1920,4198258.0,8238,84476,59.5,2668
1921,4521845.0,6422,142901,48.9,382
1922,2121669.0,8904,80868,89.2,2836
1923,4422408.0,3701,155319,71.1,24299
1924,3259135.0,9783,50538,71.8,15955
1925,4944409.0,7054,59099,66.2,19689
1926,2666173.0,3106,132717,36.2,23499
1927,4314715.0,7523,16830,60.3,12012
1928,4028913.0,2185,114067,98.0,25726
1929,4402291.0,7255,158780,86.8,20028
1930,2631376.0,6175,50236,90.8,353
1931,4814435.0,9722,153267,86.0,24385
1932,4557702.0,5026,112734,37.0,14182
1933,4607146.0,3818,167618,45.5,14114
1934,4277135.0,7651,185842,30.2,22056
1935,4691442.0,5947,179545,50.6,18631
1936,5014776.0,9238,72845,37.4,9779
1937,3144736.0,172,103144,62.1,7811
1938,4332554.0,1240,152056,76.0,15828
1939,4627485.0,137,60385,89.5,10590
1940,2902812.0,7548,132632,80.9,2517
1941,2402212.0,368,49144,93.8,3014
1942,3536175.0,8584,126017,33.7,23053
1943,4248958.0,566,34681,30.8,19950
1944,4813704.0,8758,140451,75.0,7525
1945,4960939.0,9519,153504,49.7,25746
1946,3919098.0,2522,118952,47.2,14343
1947,3450743.0,2429,171430,52.5,20215
1948,2724603.0,1794,107205,48.3,18045
1949,3920311.0,7052,60733,64.8,13360
1950,4285421.0,4098,159778,59.9,20824
1951,2805502.0,2779,70538,64.8,6757
1952,2784167.0,1020,146929,75.7,2966
1953,3883515.0,467,84276,56.3,3673
1954,4993787.0,850,20473,47.1,18812
1955,5432224.0,5702,193335,41.3,11777
1956,5353815.0,6695,63319,53.8,14313
1957,4748961.0,6433,197809,80.4,11967
1958,3319996.0,2956,186784,81.5,23335
1959,4802681.0,3132,23911,75.3,20648
1960,5186167.0,5032,56241,45.9,26925
1961,2486757.0,5014,55059,70.0,2928
1962,3217369.0,3229,114168,68.8,1867
1963,4823226.0,6191,149360,62.9,6386
1964,3542407.0,505,24916,67.4,2204
1965,4024077.0,2411,149967,63.4,8350
1966,4265507.0,6759,156133,68.5,29062
1967,3107268.0,9851,60314,78.7,21620
1968,3591295.0,6647,92927,37.5,15363
1969,3524436.0,1612,115214,81.0,25513
1970,2558796.0,5362,64867,39.2,14380
1971,2190077.0,2577,191642,34.5,26861
1972,4444581.0,6194,22006,96.4,10434
1973,3190942.0,4988,115105,95.1,18293
1974,3852938.0,5792,132314,34.1,29185
1975,3280441.0,6750,191641,60.1,12658
1976,5002763.0,4679,24144,42.7,20769
1977,3618836.0,7311,75400,63.0,13247
1978,3646919.0,1300,127701,86.5,22245
1979,4971552.0,1017,168697,94.6,13265
1980,4982720.0,4915,61775,73.1,19003
1981,3675840.0,1378,149090,54.1,26676
1982,4518515.0,7095,23437,71.0,26068
1983,4177579.0,3645,116654,51.2,11707
1984,3462779.0,4645,186778,91.9,16276
1985,2530897.0,7696,165215,89.2,19226
1986,2313549.0,8830,87392,68.0,8945
1987,4760590.0,8808,169509,52.1,3373
1988,3709383.0,9547,142862,50.0,16431
1989,3574229.0,9363,66920,32.3,27330
1990,4200488.0,6602,57903,85.5,2011
1991,5133954.0,4077,91614,60.6,6120
1992,3428262.0,9156,19347,52.1,1932
1993,4063198.0,1189,125164,62.0,16522
1994,3082168.0,1203,54767,85.7,2294
1995,5152947.0,2351,170667,38.5,11142
1996,4513870.0,4644,122255,88.3,10410
1997,5692066.0,8930,81016,91.0,5450
1998,2683307.0,6229,58760,94.4,10091
1999,3135167.0,5107,116156,57.0,20617
2000,2871256.0,1845,169044,44.8,29201
2001,2869664.0,2215,94813,55.4,7602
2002,3389612.0,6023,84652,52.6,14553
2003,4730034.0,1107,159568,42.0,4717
2004,3123162.0,4284,146366,71.3,20760
2005,3355731.0,734,133156,62.4,5922
2006,4619123.0,827,126605,88.9,10504
2007,4344257.0,6298,98030,32.2,20194
2008,5082057.0,1948,13284,73.8,4702
2009,3031056.0,8854,19134,81.9,11096
2010,3663224.0,4577,110583,81.6,16065
2011,2573013.0,2648,51330,90.3,23325
2012,3102336.0,9568,10420,79.6,15444
2013,5468600.0,2809,74416,93.1,2778
2014,2474859.0,7479,113120,52.6,26545
2015,3892355.0,5751,57784,64.2,26600
2016,3901746.0,7244,38387,31.0,21607
2017,3465227.0,7882,146634,30.5,3163
2018,4778808.0,7770,166982,46.3,5973
2019,2605286.0,2917,100305,36.9,7887
2020,3992514.0,8119,79723,47.7,1609
2021,5696191.0,7131,63635,42.0,25063
2022,3683087.0,3505,155126,31.9,26393
2023,4803932.0,9562,55391,91.8,24743
2024,3250188.0,8971,93047,30.6,29083
2025,4360618.0,8993,114403,80.1,26967
2026,3294138.0,2954,12188,40.3,1005
2027,4320405.0,8473,181360,92.0,28656
2028,5486699.0,2310,123250,90.7,25321
2029,3224787.0,4958,78350,74.5,9743
2030,4467912.0,8888,158252,75.7,11115
2031,3708915.0,5382,88086,30.4,5694
2032,3744545.0,9144,59382,97.0,405
2033,4310413.0,9082,49456,89.7,12194
2034,5580212.0,4301,100985,90.9,24320
2035,3661373.0,3212,163273,74.8,11904
2036,4202820.0,9059,71605,53.4,19378
2037,2295896.0,1910,37797,90.8,19179
2038,3476411.0,5109,69618,49.8,10839
2039,3135387.0,530,33149,68.3,23374
2040,3214091.0,3895,47411,36.8,21382
2041,5082873.0,9007,155907,92.7,21897
2042,4880658.0,7135,79009,39.6,23829
2043,4505190.0,4499,73933,45.3,5235
2044,2809840.0,5251,195730,68.0,2343
2045,5388692.0,2360,68424,82.0,17927
2046,4837095.0,6221,145904,72.1,26648
2047,2504384.0,6381,199948,45.8,18040
2048,4649723.0,6846,152940,30.1,10530
2049,3927119.0,9447,7243,81.5,19209
2050,3493688.0,4680,159447,97.0,6344
2051,4033151.0,6394,68955,85.1,7727
2052,4656878.0,4460,165093,61.3,26558
2053,3539765.0,4708,23057,91.5,7361
2054,5799518.0,9411,109161,57.9,23745
2055,4952472.0,8955,87874,65.7,6919
2056,4523229.0,9470,131947,62.4,14511
2057,3711564.0,1681,41766,60.4,8057
2058,3609528.0,1908,167405,82.7,22594
2059,4353592.0,6722,110425,65.8,1279
2060,3782496.0,8611,175821,51.5,15512
2061,2873993.0,5713,97532,47.6,23345
2062,4321261.0,3658,65910,32.6,1252
2063,4372724.0,1031,31605,69.7,3202
2064,3361712.0,8055,79832,45.6,24595
2065,3089481.0,5314,102006,40.1,26603
2066,4174038.0,973,167994,74.5,3203
2067,3142880.0,1532,11632,76.3,6784
2068,2744401.0,3815,100306,81.1,24311
2069,2357371.0,3996,128344,64.2,29803
2070,3788676.0,210,131752,90.8,11110
2071,4280107.0,3249,125635,93.7,1939
2072,4050378.0,336,116796,84.9,10208
2073,2513581.0,6801,132719,73.2,2677
2074,5052878.0,9474,166727,50.7,28625
2075,5471035.0,3552,162155,96.8,17949
2076,4894506.0,8216,181614,48.6,14984
2077,3463506.0,922,115422,43.8,18173
2078,3781970.0,8174,131092,60.1,16793
2079,5890390.0,1268,40051,33.9,9811
2080,4739845.0,9741,178087,96.5,29453
2081,2662448.0,3891,108120,70.0,21531
2082,2432899.0,6627,129306,67.9,22518
2083,3465752.0,2431,168689,74.6,6862
2084,4403287.0,6022,145700,63.8,14505
2085,4492697.0,7971,67043,32.2,13542
2086,4356863.0,9931,180258,71.6,8964
2087,2455226.0,6932,59302,78.7,26516
2088,4075048.0,7264,43827,58.3,22642
2089,4158015.0,6753,194187,81.5,1023
2090,3375684.0,9655,138109,45.4,2940
2091,5177487.0,5135,106757,45.0,9890
2092,4989983.0,2593,81709,41.0,23560
2093,2658695.0,1444,122120,55.3,8274
2094,3454129.0,5761,98268,87.6,19419
2095,3472980.0,3099,197106,86.3,14370
2096,5320895.0,9100,139452,56.0,19960
2097,4463275.0,479,7712,70.1,26769
2098,4154288.0,4358,88286,79.0,16802
2099,4238712.0,6475,131827,46.4,13430
2100,3365936.0,2550,165587,41.4,23203
2101,5197661.0,2733,133729,96.1,3550
2102,3481968.0,2123,118974,72.0,29344
2103,3148375.0,8364,112546,96.7,17707
2104,4775415.0,662,68132,53.0,18660
2105,5406599.0,7172,5939,77.8,15853
2106,3589241.0,7378,141807,45.1,11653
2107,4488453.0,7645,57070,47.8,8782
2108,5133177.0,534,65409,64.8,18543
2109,3003474.0,2025,48386,51.7,11326
2110,5807733.0,2717,119808,41.4,22144
2111,3053744.0,5510,131132,47.9,14373
2112,3620286.0,1631,50497,32.4,28223
2113,3614791.0,5180,112030,77.9,8655
2114,4474611.0,6222,156153,63.5,3896
2115,4049494.0,4966,186473,36.4,27492
2116,3182427.0,6214,52931,41.7,23500
2117,3656160.0,8945,116276,37.0,23881
2118,4935961.0,795,149399,71.7,21256
2119,3095555.0,3201,120178,36.4,15637
2120,4997767.0,7439,134436,81.3,21616
2121,4337182.0,8179,155131,31.4,26050
2122,3848472.0,5084,29390,47.0,14473
2123,5754726.0,1957,101675,90.6,13120
2124,3595269.0,4377,121599,78.9,13154
2125,5841927.0,2495,138674,35.0,12437
2126,3913386.0,8984,111147,85.8,14240
2127,4059110.0,2348,138398,63.5,23838
2128,2700339.0,6448,73938,87.6,2467
2129,5062334.0,9184,54838,70.9,17147
2130,3552101.0,4305,43110,76.4,27107
2131,2982416.0,7212,143332,97.6,29301
2132,2148171.0,1341,57252,45.8,14292
2133,4255628.0,2603,36323,72.4,27389
2134,3926013.0,5805,80322,61.3,25629
2135,5182690.0,950,114861,32.7,450
2136,4653294.0,4473,181009,31.0,29434
2137,2924448.0,6387,71969,38.1,24912
2138,4898494.0,6230,73733,74.1,8805
2139,3508845.0,2315,152797,68.6,18985
2140,4717549.0,9699,16096,67.6,24545
2141,4258193.0,4447,113336,32.2,10667
2142,4408491.0,7910,78679,61.9,14933
2143,4802500.0,3831,63776,92.9,4275
2144,4103166.0,9722,78277,57.0,23012
2145,4014744.0,6088,97981,72.5,9167
2146,4977945.0,2405,132610,83.0,3772
2147,3739016.0,4815,33862,83.3,21928
2148,3536102.0,4084,120917,65.3,8431
2149,3941995.0,7062,18953,88.3,11214
2150,4972192.0,7017,149149,56.6,6430
2151,3570784.0,6824,189643,90.4,11182
2152,2775121.0,584,75804,46.3,25317
2153,4029020.0,1045,89008,49.1,12568
2154,5237429.0,339,139501,33.6,9671
2155,3494342.0,8154,125552,84.1,28936
2156,3546718.0,5262,75670,58.4,16612
2157,2947085.0,2373,142918,45.6,8792
2158,2879799.0,928,12460,45.8,25812
2159,3935257.0,4045,90791,91.3,3217
2160,4432412.0,2186,195370,86.7,10422
2161,4329163.0,5250,25284,67.6,5308
2162,4910107.0,186,189550,71.9,14229
2163,3387379.0,779,189175,62.3,15091
2164,4930525.0,5650,97420,56.6,2373
2165,3699478.0,3341,41129,92.3,22047
2166,5566847.0,3201,15127,38.5,25199
2167,4498930.0,5128,158434,58.5,10035
2168,3124886.0,8808,21397,53.4,25303
2169,4197793.0,4966,83318,63.9,11464
2170,3984928.0,7162,86321,61.1,1831
2171,3776817.0,5303,79335,65.3,6141
2172,3261477.0,505,192117,39.5,20661
2173,3510878.0,3427,141599,64.9,7733
2174,4848920.0,7415,30422,46.5,12483
2175,3757643.0,7037,71282,42.5,6719
2176,4574432.0,8785,193253,34.4,27791
2177,2974454.0,7087,130905,81.9,15909
2178,4314169.0,9175,68876,59.1,12433
2179,4226240.0,1888,59491,72.6,8506
2180,4024859.0,6194,69035,79.5,27020
2181,3335026.0,2321,192420,76.2,18578
2182,3182649.0,5848,82310,62.0,22783
2183,2388662.0,3527,91313,56.4,14629
2184,3184329.0,9246,43111,55.6,20066
2185,4418798.0,676,134325,73.5,4370
2186,4813822.0,2484,117832,63.6,16735
2187,5336347.0,4150,168654,87.7,18071
2188,5169897.0,2190,144011,89.5,20978
2189,4697590.0,6772,36883,41.6,20127
2190,4576544.0,440,38597,39.3,8468
2191,2825178.0,1191,65780,72.9,21436
2192,4728630.0,1629,35792,50.5,20739
2193,3905187.0,6949,146113,31.3,22055
2194,4534088.0,7071,39949,90.4,6692
2195,2612108.0,6330,180030,45.4,11499
2196,3621055.0,7450,164654,93.2,6754
2197,3362166.0,5292,28699,78.8,19921
2198,4773828.0,6972,28951,81.9,26268
2199,4273665.0,3385,34660,43.7,8358
2200,3831089.0,1071,49211,45.9,26198
2201,5889327.0,4191,120125,65.4,7090
2202,3271661.0,4071,77942,41.7,14683
2203,3448168.0,6666,63599,50.8,17796
2204,2360400.0,3718,41025,51.9,21637
2205,5151736.0,6633,128186,40.9,27442
2206,4728231.0,6069,140353,44.0,13417
2207,3380628.0,2901,97115,83.6,5296
2208,5231984.0,4421,6847,41.4,14013
2209,3083501.0,6392,26942,31.9,18427
2210,4694150.0,1640,92351,72.8,726
2211,4865005.0,6355,58857,96.4,18415
2212,4797023.0,2025,38120,52.5,14650
2213,2988108.0,7912,110858,38.1,13462
2214,5111815.0,7784,15533,68.8,28117
2215,4909667.0,8473,96856,91.6,25869
2216,3528217.0,7563,23239,83.3,20713
2217,5353300.0,6083,183477,72.3,28204
2218,3485686.0,7502,154271,51.4,29387
2219,4652411.0,9012,13723,66.8,25064
2220,3409270.0,5199,63760,36.2,12635
2221,4953127.0,5123,29073,76.2,22868
2222,3441968.0,3825,172119,79.3,21265
2223,2564871.0,6690,114561,95.6,17013
2224,2883702.0,2577,110335,47.7,17778
2225,2048867.0,226,148756,31.3,15617
2226,4553710.0,2882,111992,67.1,12199
2227,3234497.0,1859,112131,78.1,28137
2228,4682091.0,7858,138660,83.7,24318
2229,3226532.0,5044,147435,43.2,23657
2230,2914767.0,613,94730,47.8,2182
2231,4907970.0,3959,113526,64.9,5330
2232,3061061.0,9183,102452,52.5,12353
